language,parse_state,reserved_word_set_id
python,301,9
python,302,9
python,303,9
python,304,8
python,305,8
python,306,1
python,307,9
python,308,9
python,309,9
python,310,9
python,311,8
python,312,9
python,313,9
python,314,9
python,315,9
python,316,8
python,317,9
python,318,9
python,319,9
python,320,1
python,321,9
python,322,1
python,323,1
python,324,1
python,325,1
python,326,1
python,327,1
python,328,1
python,329,9
python,330,1
python,331,1
python,332,1
python,333,9
python,334,1
python,335,1
python,336,1
python,337,1
python,338,1
python,339,1
python,340,1
python,341,1
python,342,1
python,343,1
python,344,9
python,345,9
python,346,9
python,347,9
python,348,1
python,349,9
python,350,1
python,351,1
python,352,1
python,353,9
python,354,9
python,355,1
python,356,9
python,357,9
python,358,9
python,359,9
python,360,9
python,361,1
python,362,1
python,363,9
python,364,9
python,365,9
python,366,9
python,367,9
python,368,9
python,369,9
python,370,9
python,371,1
python,372,9
python,373,1
python,374,9
python,375,9
python,376,9
python,377,9
python,378,9
python,379,10
python,380,9
python,381,9
python,382,9
python,383,9
python,384,9
python,385,10
python,386,1
python,387,9
python,388,9
python,389,9
python,390,9
python,391,1
python,392,1
python,393,1
python,394,9
python,395,9
python,396,1
python,397,9
python,398,9
python,399,1
python,400,1
python,401,9
python,402,9
python,403,9
python,404,9
python,405,1
python,406,1
python,407,1
python,408,1
python,409,1
python,410,1
python,411,1
python,412,1
python,413,1
python,414,1
python,415,1
python,416,1
python,417,1
python,418,1
python,419,1
python,420,1
python,421,1
python,422,1
python,423,1
python,424,1
python,425,1
python,426,1
python,427,1
python,428,1
python,429,1
python,430,1
python,431,1
python,432,1
python,433,9
python,434,1
python,435,1
python,436,1
python,437,1
python,438,1
python,439,1
python,440,1
python,441,1
python,442,1
python,443,1
python,444,1
python,445,1
python,446,1
python,447,9
python,448,1
python,449,9
python,450,9
python,451,9
python,452,9
python,453,9
python,454,9
python,455,9
python,456,1
python,457,1
python,458,1
python,459,1
python,460,1
python,461,1
python,462,1
python,463,1
python,464,1
python,465,1
python,466,1
python,467,1
python,468,1
python,469,1
python,471,1
python,472,1
python,473,1
python,474,1
python,476,1
python,477,1
python,478,1
python,479,9
python,480,1
python,481,9
python,482,1
python,483,1
python,484,1
python,485,1
python,486,1
python,487,1
python,488,1
python,489,1
python,490,1
python,491,1
python,492,9
python,493,9
python,494,9
python,495,9
python,496,9
python,497,1
python,498,1
python,499,9
python,500,9
python,501,9
python,502,9
python,503,9
python,504,9
python,505,9
python,506,1
python,507,9
python,508,9
python,509,9
python,510,1
python,511,9
python,512,9
python,513,1
python,514,9
python,515,9
python,516,9
python,517,9
python,518,9
python,519,9
python,520,9
python,521,1
python,522,1
python,523,9
python,524,9
python,525,9
python,526,9
python,527,9
python,528,9
python,529,9
python,530,9
python,531,9
python,532,9
python,533,9
python,534,9
python,535,9
python,536,9
python,537,9
python,538,9
python,539,9
python,540,9
python,541,9
python,542,9
python,543,9
python,544,9
python,545,1
python,546,1
python,547,1
python,548,9
python,549,1
python,550,1
python,551,1
python,552,1
python,553,9
python,554,1
python,555,9
python,556,9
python,557,9
python,558,1
python,559,9
python,560,1
python,561,9
python,562,9
python,563,9
python,564,9
python,565,1
python,566,1
python,567,9
python,568,1
python,569,1
python,570,1
python,571,9
python,572,9
python,573,1
python,574,9
python,575,1
python,576,1
python,577,9
python,578,1
python,579,9
python,580,1
python,581,9
python,582,1
python,583,9
python,584,1
python,585,9
python,586,1
python,587,9
python,588,1
python,589,1
python,590,9
python,591,1
python,592,1
python,593,9
python,594,9
python,595,9
python,596,9
python,597,9
python,598,9
python,599,9
python,600,9
python,601,1
python,602,1
python,603,1
python,604,1
python,605,1
python,607,1
python,610,1
python,611,1
python,612,1
python,613,1
python,614,1
python,615,1
python,619,1
python,620,1
python,621,1
python,622,11
python,623,11
python,628,1
python,632,11
python,633,11
python,637,1
python,638,11
python,639,11
python,646,11
python,648,11
python,649,11
python,651,11
python,653,1
python,654,1
python,655,1
python,656,1
python,657,1
python,658,1
python,659,1
python,660,1
python,661,1
python,662,1
python,663,1
python,664,1
python,665,1
python,666,1
python,667,1
python,668,1
python,669,1
python,670,1
python,671,1
python,672,1
python,673,1
python,674,1
python,675,1
python,676,1
python,677,1
python,678,1
python,679,1
python,680,1
python,681,1
python,682,1
python,683,1
python,684,1
python,685,1
python,686,1
python,687,1
python,688,1
python,689,1
python,690,1
python,691,1
python,692,1
python,693,1
python,694,1
python,695,1
python,696,1
python,697,1
python,698,1
python,699,1
python,700,1
python,701,1
python,702,1
python,703,1
python,704,1
python,705,1
python,706,1
python,707,1
python,708,1
python,709,1
python,710,1
python,711,1
python,712,1
python,713,1
python,714,1
python,715,1
python,716,1
python,717,1
python,718,12
python,719,12
python,720,12
python,721,12
python,722,1
python,723,1
python,724,1
python,725,1
python,726,1
python,727,1
python,728,1
python,729,1
python,730,1
python,731,1
python,732,1
python,733,1
python,734,1
python,735,1
python,736,1
python,737,1
python,738,1
python,739,1
python,740,1
python,741,1
python,742,1
python,743,1
python,744,1
python,745,1
python,746,1
python,747,1
python,748,1
python,749,1
python,750,1
python,751,1
python,752,1
python,753,1
python,754,1
python,755,1
python,756,1
python,757,1
python,758,1
python,759,1
python,760,1
python,761,1
python,762,1
python,763,1
python,764,1
python,765,1
python,766,1
python,767,1
python,768,1
python,769,1
python,770,1
python,771,1
python,772,1
python,773,1
python,774,1
python,775,1
python,776,1
python,777,1
python,778,1
python,779,1
python,780,1
python,781,1
python,782,1
python,783,1
python,784,1
python,785,1
python,786,1
python,787,1
python,788,1
python,789,1
python,790,1
python,791,1
python,792,1
python,793,1
python,794,1
python,795,1
python,796,1
python,797,1
python,798,1
python,799,1
python,800,1
python,801,1
python,802,1
python,803,1
python,804,1
python,805,1
python,806,1
python,807,1
python,808,1
python,809,1
python,810,1
python,811,1
python,812,1
python,813,1
python,814,1
python,815,1
python,816,1
python,817,1
python,818,1
python,819,1
python,820,1
python,821,1
python,822,1
python,823,1
python,824,1
python,825,1
python,826,1
python,827,1
python,828,1
python,829,1
python,830,1
python,831,1
python,832,1
python,833,1
python,834,1
python,835,1
python,836,1
python,837,1
python,838,1
python,839,1
python,840,1
python,841,1
python,842,1
python,843,1
python,844,1
python,845,1
python,846,1
python,847,1
python,848,1
python,849,1
python,850,1
python,851,1
python,852,1
python,853,1
python,854,1
python,855,13
python,856,13
python,857,13
python,858,13
python,860,13
python,861,13
python,862,13
python,863,13
python,864,14
python,865,14
python,866,14
python,867,14
python,868,14
python,870,14
python,871,14
python,872,14
python,873,14
python,874,14
python,875,14
python,876,1
python,877,14
python,878,14
python,879,14
python,880,14
python,881,14
python,882,14
python,883,14
python,884,14
python,885,14
python,886,14
python,887,14
python,888,14
python,889,14
python,890,14
python,891,14
python,892,14
python,893,14
python,894,14
python,895,14
python,896,14
python,897,14
python,898,14
python,899,14
python,900,14
python,901,14
python,902,14
python,903,14
python,904,14
python,905,14
python,906,14
python,907,14
python,908,14
python,909,14
python,910,14
python,911,14
python,912,14
python,913,14
python,914,1
python,915,14
python,916,14
python,917,1
python,918,14
python,919,14
python,920,14
python,921,14
python,922,14
python,923,14
python,924,14
python,925,14
python,926,14
python,927,14
python,928,14
python,929,14
python,930,14
python,931,1
python,932,14
python,933,14
python,934,1
python,936,14
python,937,14
python,938,14
python,939,14
python,940,14
python,941,14
python,943,14
python,944,14
python,945,14
python,946,14
python,947,14
python,948,14
python,949,14
python,950,14
python,951,1
python,952,1
python,953,1
python,954,14
python,955,14
python,956,14
python,957,14
python,958,14
python,1487,1
python,1488,1
python,1489,1
python,1490,15
python,1491,15
python,1492,1
python,1493,15
python,1494,15
python,1495,1
python,1496,1
python,1497,1
python,1498,1
python,1499,15
python,1500,1
python,1501,1
python,1502,1
python,1503,1
python,1504,15
python,1505,1
python,1506,1
python,1507,1
python,1508,1
python,1509,1
python,1510,1
python,1511,1
python,1512,1
python,1513,1
python,1514,1
python,1515,15
python,1516,15
python,1517,1
python,1518,1
python,1519,1
python,1520,1
python,1521,1
python,1522,1
python,1523,1
python,1524,15
python,1525,1
python,1526,1
python,1527,1
python,1528,1
python,1529,1
python,1530,1
python,1531,1
python,1532,1
python,1533,1
python,1534,1
python,1535,1
python,1536,1
python,1537,1
python,1538,15
python,1539,15
python,1540,1
python,1541,15
python,1542,1
python,1543,15
python,1544,1
python,1545,1
python,1546,15
python,1547,1
python,1548,1
python,1549,1
python,1550,1
python,1551,1
python,1552,1
python,1554,1
python,1555,1
python,1556,1
python,1557,15
python,1558,1
python,1560,1
python,1577,1
python,1582,1
python,1630,1
python,1632,1
python,1635,1
python,1636,1
python,1637,1
python,1641,1
python,1642,1
python,1644,1
python,1645,1
python,1646,1
python,1647,1
python,1649,1
python,1651,1
python,1652,1
python,1653,1
python,1654,1
python,1655,1
python,1657,1
python,1835,1
python,1879,1
python,2023,1
python,2049,1
python,2051,1
python,2102,1
python,2123,1
python,2138,1
python,2144,1
python,2146,1
python,2148,1
python,2192,1
python,2219,1
python,2239,1
python,2293,1
python,2316,1
python,2479,1
python,2508,1
python,2518,1
python,2529,1
python,2566,1
python,2597,1
python,2599,1
python,2601,1
python,2609,1
python,2614,1
python,2621,1
python,2622,1
python,2623,1
python,2627,1
python,2630,1
python,2635,1
python,2641,1
python,2645,1
python,2648,1
python,2651,1
python,2664,1
python,2668,1
python,2687,1
python,2696,1
python,2706,1
python,2712,1
python,2714,1
python,2717,1
python,2734,1
python,2737,1
python,2738,1
python,2746,1
python,2748,1
python,2751,1
python,2752,1
python,2753,1
python,2755,1
python,2763,1
python,2768,1
python,2773,1
python,2776,1
python,2777,1
python,2782,1
