language,tree_sitter_feature,missing_kind
cpp,relation:binary_expression>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>char_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>field_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>parenthesized_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>qualified_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>reflect_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>splice_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>true,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>unary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:binary_expression>update_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:bitfield_clause>number_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:call_expression>argument_list,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:call_expression>field_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:call_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:call_expression>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:call_expression>qualified_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:call_expression>splice_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:call_expression>splice_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:call_expression>template_function,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:cast_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:cast_expression>type_descriptor,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:char_literal>character,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:char_literal>escape_sequence,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:class_specifier>base_class_clause,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:class_specifier>field_declaration_list,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:class_specifier>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:comma_expression>assignment_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:comma_expression>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:comma_expression>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:comma_expression>comma_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:comma_expression>update_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_literal_expression>initializer_list,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_literal_expression>splice_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_literal_expression>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_statement>alias_declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_statement>comment,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_statement>declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_statement>for_range_loop,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_statement>for_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_statement>preproc_if,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_statement>return_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:compound_statement>static_assert_declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:concatenated_string>string_literal,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:concept_definition>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:concept_definition>qualified_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:concept_definition>requires_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:condition_clause>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:condition_clause>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:condition_clause>parenthesized_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>array_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>attribute_declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>decltype,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>dependent_type,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>enum_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>gnu_asm_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>init_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>placeholder_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>qualified_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>reference_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>sized_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>storage_class_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>struct_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>template_type,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>type_qualifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:declaration>union_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:decltype>auto,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:decltype>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:decltype>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:delete_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:dependent_name>template_function,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:dependent_name>template_method,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:dependent_type>qualified_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:destructor_name>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:enum_specifier>enumerator_list,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:enum_specifier>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:enum_specifier>qualified_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:enum_specifier>sized_type_specifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:enum_specifier>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:enumerator>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:enumerator_list>enumerator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:export_declaration>import_declaration,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>assignment_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>call_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>comma_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>delete_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>generic_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>gnu_asm_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>new_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>offsetof_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>parenthesized_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:expression_statement>sizeof_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:extension_expression>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:alternative>preproc_elif,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:alternative>preproc_else,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:argument>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:argument>preproc_arg,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:argument>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:arguments>argument_list,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:body>compound_statement,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:body>enumerator_list,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:body>field_declaration_list,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:condition>binary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:condition>preproc_defined,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:condition>unary_expression,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>abstract_pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>field_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>function_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>init_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>pointer_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>primitive_type,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>reference_declarator,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:declarator>type_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:directive>preproc_directive,UNRESOLVED_CST_EVIDENCE_VECTOR
cpp,relation:field:field>field_identifier,UNRESOLVED_CST_EVIDENCE_VECTOR
