truth_id,antecedent,consequent,support,confidence_percent,counterexamples,languages,targets,domains,classification,productive_closure_rule
T313292,primitive_family:LOAD,kind:SymbolRef,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T330067,uast:SymbolRef,kind:SymbolRef,25,100,0,c|csharp|go|python|r|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49317,family:LOAD,operand:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T146621,kind:SymbolRef,operand:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T242473,operation:LOAD,operand:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T287778,primitive:LOAD,operand:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T313307,primitive_family:LOAD,operand:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T330082,uast:SymbolRef,operand:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49329,family:LOAD,operation:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T146633,kind:SymbolRef,operation:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T287790,primitive:LOAD,operation:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T313319,primitive_family:LOAD,operation:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T330094,uast:SymbolRef,operation:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49349,family:LOAD,primitive:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T146653,kind:SymbolRef,primitive:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T242504,operation:LOAD,primitive:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T313339,primitive_family:LOAD,primitive:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T330114,uast:SymbolRef,primitive:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49363,family:LOAD,primitive_family:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T146667,kind:SymbolRef,primitive_family:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T242518,operation:LOAD,primitive_family:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T287823,primitive:LOAD,primitive_family:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T330128,uast:SymbolRef,primitive_family:LOAD,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49367,family:LOAD,result:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T146671,kind:SymbolRef,result:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T242522,operation:LOAD,result:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T287827,primitive:LOAD,result:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T313356,primitive_family:LOAD,result:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T330132,uast:SymbolRef,result:statement,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49368,family:LOAD,result:value,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T146672,kind:SymbolRef,result:value,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T242523,operation:LOAD,result:value,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T287828,primitive:LOAD,result:value,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T313357,primitive_family:LOAD,result:value,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T330133,uast:SymbolRef,result:value,25,100,0,c|csharp|go|python|r|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49384,family:LOAD,uast:Scope,25,100,0,c|csharp|go|python|r|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T146688,kind:SymbolRef,uast:Scope,25,100,0,c|csharp|go|python|r|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T242539,operation:LOAD,uast:Scope,25,100,0,c|csharp|go|python|r|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T287844,primitive:LOAD,uast:Scope,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T313373,primitive_family:LOAD,uast:Scope,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T330149,uast:SymbolRef,uast:Scope,25,100,0,c|csharp|go|python|r|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T49386,family:LOAD,uast:SymbolRef,25,100,0,c|csharp|go|python|r|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T146690,kind:SymbolRef,uast:SymbolRef,25,100,0,c|csharp|go|python|r|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T242541,operation:LOAD,uast:SymbolRef,25,100,0,c|csharp|go|python|r|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T287846,primitive:LOAD,uast:SymbolRef,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T313375,primitive_family:LOAD,uast:SymbolRef,25,100,0,c|csharp|go|python|r|rust,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219760,operand:value,family:LOAD,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219779,operand:value,kind:Scope,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219781,operand:value,kind:SymbolRef,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219796,operand:value,operand:statement,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219807,operand:value,operation:LOAD,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219827,operand:value,primitive:LOAD,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219841,operand:value,primitive_family:LOAD,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219845,operand:value,result:statement,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219846,operand:value,result:value,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219862,operand:value,uast:Scope,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T219864,operand:value,uast:SymbolRef,22,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113366,kind:LiteralExpr,family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237897,operation:LITERAL,family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284603,primitive:LITERAL,family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311275,primitive_family:LITERAL,family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327729,uast:LiteralExpr,family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41258,family:LITERAL,kind:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237912,operation:LITERAL,kind:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284618,primitive:LITERAL,kind:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311290,primitive_family:LITERAL,kind:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327744,uast:LiteralExpr,kind:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T328458,uast:ModuleDecl,kind:ModuleDecl,21,100,0,c|csharp|go|python|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41263,family:LITERAL,kind:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113385,kind:LiteralExpr,kind:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T120361,kind:ModuleDecl,kind:Scope,21,100,0,c|csharp|go|python|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237917,operation:LITERAL,kind:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284623,primitive:LITERAL,kind:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311295,primitive_family:LITERAL,kind:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327749,uast:LiteralExpr,kind:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T328461,uast:ModuleDecl,kind:Scope,21,100,0,c|csharp|go|python|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41280,family:LITERAL,operand:statement,21,100,0,c|csharp|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113402,kind:LiteralExpr,operand:statement,21,100,0,c|csharp|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T120376,kind:ModuleDecl,operand:statement,21,100,0,c|csharp|go|python|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237934,operation:LITERAL,operand:statement,21,100,0,c|csharp|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284640,primitive:LITERAL,operand:statement,21,100,0,c|csharp|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311312,primitive_family:LITERAL,operand:statement,21,100,0,c|csharp|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327766,uast:LiteralExpr,operand:statement,21,100,0,c|csharp|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T328476,uast:ModuleDecl,operand:statement,21,100,0,c|csharp|go|python|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41291,family:LITERAL,operation:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113413,kind:LiteralExpr,operation:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284651,primitive:LITERAL,operation:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311323,primitive_family:LITERAL,operation:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327777,uast:LiteralExpr,operation:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41311,family:LITERAL,primitive:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113433,kind:LiteralExpr,primitive:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237964,operation:LITERAL,primitive:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311343,primitive_family:LITERAL,primitive:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327797,uast:LiteralExpr,primitive:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41325,family:LITERAL,primitive_family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113447,kind:LiteralExpr,primitive_family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237978,operation:LITERAL,primitive_family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284684,primitive:LITERAL,primitive_family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327811,uast:LiteralExpr,primitive_family:LITERAL,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41330,family:LITERAL,result:statement,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113452,kind:LiteralExpr,result:statement,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T120424,kind:ModuleDecl,result:statement,21,100,0,c|csharp|go|python|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237983,operation:LITERAL,result:statement,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284689,primitive:LITERAL,result:statement,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311361,primitive_family:LITERAL,result:statement,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327816,uast:LiteralExpr,result:statement,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T328524,uast:ModuleDecl,result:statement,21,100,0,c|csharp|go|python|rust,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41331,family:LITERAL,result:value,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113453,kind:LiteralExpr,result:value,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237984,operation:LITERAL,result:value,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284690,primitive:LITERAL,result:value,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311362,primitive_family:LITERAL,result:value,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327817,uast:LiteralExpr,result:value,21,100,0,c|csharp|go|python|r,go|python|rust,result,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41342,family:LITERAL,uast:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113464,kind:LiteralExpr,uast:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T237995,operation:LITERAL,uast:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284701,primitive:LITERAL,uast:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311373,primitive_family:LITERAL,uast:LiteralExpr,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T120437,kind:ModuleDecl,uast:ModuleDecl,21,100,0,c|csharp|go|python|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T41347,family:LITERAL,uast:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T113469,kind:LiteralExpr,uast:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T120440,kind:ModuleDecl,uast:Scope,21,100,0,c|csharp|go|python|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T238000,operation:LITERAL,uast:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T284706,primitive:LITERAL,uast:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T311378,primitive_family:LITERAL,uast:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T327832,uast:LiteralExpr,uast:Scope,21,100,0,c|csharp|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T328539,uast:ModuleDecl,uast:Scope,21,100,0,c|csharp|go|python|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T152962,operand:argument,family:LOAD,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T152981,operand:argument,kind:Scope,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T152983,operand:argument,kind:SymbolRef,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T152997,operand:argument,operand:statement,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T153000,operand:argument,operand:value,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T153009,operand:argument,operation:LOAD,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T153029,operand:argument,primitive:LOAD,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T153043,operand:argument,primitive_family:LOAD,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T153047,operand:argument,result:statement,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T153048,operand:argument,result:value,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T153064,operand:argument,uast:Scope,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T153066,operand:argument,uast:SymbolRef,20,100,0,c|csharp|go|python|r|rust,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T77970,kind:AssignStmt,family:BINDING,18,100,0,c|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T209588,operand:target,family:BINDING,18,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T224721,operation:ASSIGNMENT,family:BINDING,18,100,0,c|go|python|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T274994,primitive:ASSIGNMENT,family:BINDING,18,100,0,c|go|python|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
