truth_id,antecedent,consequent,support,confidence_percent,counterexamples,languages,targets,domains,classification,productive_closure_rule
T0039,family:CALL,uast:CallExpr,16,100,0,c|csharp|go|python|r|rust,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0040,kind:ClosureExpr,uast:ClosureExpr,16,100,0,c|go|python|r|rust,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0041,family:CONTROL,control_flow:structured,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0042,control_flow:structured,family:CONTROL,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0043,control_flow:structured,kind:ReturnStmt,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0044,control_flow:structured,operand:expression,12,100,0,c|go|python|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0045,control_flow:structured,operation:RETURN,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0046,control_flow:structured,primitive:RETURN,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0047,control_flow:structured,primitive_family:CONTROL,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0048,control_flow:structured,uast:ReturnStmt,12,100,0,c|go|python|r,go|python|rust,control,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0049,operand:condition,kind:IfStmt,10,100,0,c|go|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0050,kind:IfStmt,operand:condition,10,100,0,c|go|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0051,kind:IfStmt,operand:then,10,100,0,c|go|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0052,kind:IfStmt,uast:IfStmt,10,100,0,c|go|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0053,uast:IndexExpr,kind:IndexExpr,9,100,0,c|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0054,operand:right,operand:left,9,100,0,c|go|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0055,operand:left,operand:right,9,100,0,c|go|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0056,kind:IndexExpr,operation:UNSUPPORTED.ASSIGN.TARGET,9,100,0,c|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0057,kind:IndexExpr,uast:IndexExpr,9,100,0,c|go|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0058,primitive_family:OPERATION,family:OPERATION,8,100,0,c|go,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0059,uast:AggregateExpr,kind:AggregateExpr,8,100,0,c|csharp|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0060,family:OPERATION,primitive_family:OPERATION,8,100,0,c|go,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0061,kind:AggregateExpr,uast:AggregateExpr,8,100,0,c|csharp|python|r,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0062,primitive_family:COMPARE,family:COMPARE,7,100,0,c|go|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0063,operation:NOT,family:LOGICAL_UNARY,7,100,0,c|go|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0064,family:LOGICAL_UNARY,operand:operand,7,100,0,c|go|r,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0065,primitive:MUL,operation:MUL,7,100,0,c|go,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0066,family:LOGICAL_UNARY,operation:NOT,7,100,0,c|go|r,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0067,operation:MUL,operation:UNSUPPORTED.EXPRESSION.OPERAND,7,100,0,c|go,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0068,operation:MUL,primitive:MUL,7,100,0,c|go,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0069,family:LOGICAL_UNARY,primitive:NOT,7,100,0,c|go|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0070,family:COMPARE,primitive_family:COMPARE,7,100,0,c|go|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0071,family:LOGICAL_UNARY,primitive_family:LOGICAL_UNARY,7,100,0,c|go|r,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0072,operation:NE,operand:else,6,100,0,c|go,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0073,operand:else,operation:NE,6,100,0,c|go,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0074,operand:else,primitive:NE,6,100,0,c|go,go|python|rust,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0075,operation:EQ,kind:AddressOf,4,100,0,c|go,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0076,kind:AddressOf,operation:EQ,4,100,0,c|go,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0077,kind:AddressOf,operation:SUB,4,100,0,c|go,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0078,kind:AddressOf,primitive:EQ,4,100,0,c|go,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0079,kind:AddressOf,primitive:SUB,4,100,0,c|go,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0080,kind:AddressOf,uast:AddressOf,4,100,0,c|go,go|python|rust,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0081,kind:ForEachStmt,family:ITERATION,3,100,0,go|r,,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0082,family:ITERATION,kind:ForEachStmt,3,100,0,go|r,,kind,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0083,family:ITERATION,operand:binding,3,100,0,go|r,,binding,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0084,family:ITERATION,operand:sequence,3,100,0,go|r,,operand,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0085,primitive:GT,operation:GT,3,100,0,c|go,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0086,family:ITERATION,operation:ITERATION,3,100,0,go|r,,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0087,operation:GT,operation:UNSUPPORTED.WHILE.CONDITION,3,100,0,c|go,go|python|rust,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0088,operation:GT,primitive:GT,3,100,0,c|go,go|python|rust,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0089,family:ITERATION,primitive:ITERATION,3,100,0,go|r,,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0090,family:ITERATION,primitive_family:ITERATION,3,100,0,go|r,,primitive,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
T0091,family:ITERATION,uast:ForEachStmt,3,100,0,go|r,,semantic,UNIVERSAL_CANDIDATE,explicit_syntax_to_operand
