atom_id,canonical_semantic_id,direct_basis_overlap,all_basis_overlap,atom_direct_basis,atom_all_basis,uasf_basis,mapping_status,operation
EXTSEM_ACTORS,UASF_0017,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0018,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0019,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0020,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0021,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0022,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0023,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0024,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0025,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0026,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0027,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0028,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0029,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0030,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0031,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0032,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0033,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0034,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0035,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0036,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0037,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0038,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0039,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0040,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0041,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0042,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0043,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0044,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0045,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0046,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0047,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0048,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0049,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0050,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0051,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0052,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0053,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0054,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0055,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0056,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0057,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0058,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0059,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0060,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0061,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0062,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0063,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0064,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0065,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0066,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0067,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0068,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0069,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0070,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0071,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0072,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0073,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0074,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0075,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0076,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0077,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0078,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0079,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0080,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0081,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0082,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0083,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0084,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0085,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0086,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0087,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0088,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0089,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0090,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0091,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0092,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0093,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0094,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0095,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0096,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0097,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0098,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0099,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0100,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0101,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0102,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0103,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0104,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0105,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0106,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0107,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0108,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0109,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0110,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0111,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0112,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0113,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0114,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0115,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0116,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0117,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0118,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0119,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0120,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0121,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0122,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0123,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0124,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0125,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0126,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0127,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0128,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0129,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0130,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0131,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0132,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0133,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0134,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0135,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0136,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0137,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0138,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0139,0,1,1,2,7,CORROBORATING_BASIS_OVERLAP,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0140,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0141,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0142,1,1,1,2,6,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0143,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0144,1,1,1,2,6,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0145,0,1,1,2,6,CORROBORATING_BASIS_OVERLAP,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0146,0,1,1,2,5,CORROBORATING_BASIS_OVERLAP,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0147,1,1,1,2,4,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0148,0,1,1,2,5,CORROBORATING_BASIS_OVERLAP,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0149,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0150,0,1,1,2,3,CORROBORATING_BASIS_OVERLAP,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0151,1,2,1,2,5,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0152,1,2,1,2,6,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0153,1,2,1,2,5,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0154,1,2,1,2,6,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0155,1,2,1,2,5,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0156,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0157,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0158,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0159,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0160,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0161,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0162,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0163,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0164,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0165,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0166,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0167,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0168,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0169,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0170,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0171,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0172,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0173,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0174,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0175,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0176,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0177,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0178,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0179,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0180,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0181,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0182,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0183,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0184,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0185,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0186,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0187,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0188,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0189,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0190,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0191,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0192,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0193,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0194,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0195,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0196,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0197,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0198,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0199,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0200,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0201,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0202,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0203,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0204,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0205,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0206,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0207,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0208,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0209,0,0,1,2,2,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0210,0,0,1,2,3,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0211,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0212,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0213,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0214,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0215,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0216,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0217,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0218,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0219,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0220,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0221,0,0,1,2,7,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0222,1,1,1,2,7,DIRECT_BASIS_SUPPORTED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0223,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0224,0,0,1,2,5,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0225,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0226,0,0,1,2,6,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0227,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
EXTSEM_ACTORS,UASF_0228,0,0,1,2,4,UNRESOLVED,M_EXTSEM_B × M_UASF_B^T
