language_id,normalized_signature,known_pattern_match,observed,package_count,file_count,occurrences,ecosystems
julia,ID ID ID ID in ID ID ID ID ID ID .,0,1,3,4,6,github
julia,ID ID in ID ID .,0,1,3,6,6,github
julia,ID [ : ID ] = ID,0,1,3,3,8,github
julia,ID [ ID ( ID ) ] = ID,0,1,3,5,6,github
julia,ID [ ID ],0,1,3,6,8,github
julia,ID [ ID ] . = ID,0,1,3,4,4,github
julia,ID [ ID ] = ID ( ID [ ID ] ),0,1,3,3,3,github
julia,ID [ NUM ] = ID,0,1,3,5,8,github
julia,ID [ STR ] = STR,0,1,3,10,11,github
julia,ID [ ] + = NUM,0,1,3,6,9,github
julia,ID || return ID,0,1,3,3,4,github
julia,NUM - ID ID { ID } :,0,1,3,24,63,github
julia,] ),0,1,3,4,20,github
julia,elseif ! ID,0,1,3,8,8,github
julia,elseif ID,0,1,3,9,13,github
julia,elseif ID ( ID ),0,1,3,14,25,github
julia,"elseif ID ( ID , ID )",0,1,3,3,5,github
julia,end ),0,1,3,24,37,github
julia,end | > ID,0,1,3,8,8,github
julia,export ID,0,1,3,8,19,github
julia,"export ID , ID , ID , ID",0,1,3,7,7,github
julia,return ID (,0,1,3,14,21,github
julia,return ID ( ID ( ID ) ),0,1,3,8,11,github
julia,"return ID ( ID , ID ( ID ) )",0,1,3,9,12,github
julia,"return ID , ID , ID",0,1,3,4,13,github
julia,return ID . ID (,0,1,3,10,16,github
julia,return ID . ID ( ),0,1,3,3,11,github
julia,return ID . ID ( ID ),0,1,3,12,16,github
julia,return ID . ID [ NUM ],0,1,3,3,4,github
julia,return ID [ ID ],0,1,3,4,6,github
julia,return STR,0,1,3,8,14,github
julia,return quote,0,1,3,3,3,github
julia,) [ NUM ],0,1,2,2,2,github
julia,- ID :: ID : ID ID ID ID ID ID ID,0,1,2,3,5,github
julia,- ID :: ID : ID ID ID ID ID ID ID ID .,0,1,2,2,2,github
julia,- ID :: ID = ID : ID ID ID ID ID ID ID ID ID .,0,1,2,3,3,github
julia,: ID => [ STR ],0,1,2,2,3,github
julia,:: ID,0,1,2,7,36,github
julia,ID && break,0,1,2,2,2,github
julia,ID && continue,0,1,2,2,2,github
julia,ID ( ) :: ID,0,1,2,11,26,github
julia,ID ( :: ID ),0,1,2,3,3,github
julia,"ID ( ID ) && return ID ( ID , ID )",0,1,2,3,3,github
julia,ID ( ID ) ? ID : ID,0,1,2,2,3,github
julia,ID ( ID ) [ ID ],0,1,2,3,3,github
julia,ID ( ID ) || continue,0,1,2,3,4,github
julia,"ID ( ID , ID ( ID [ ID ] ) )",0,1,2,2,2,github
julia,"ID ( ID , ID , ID [ ID ] )",0,1,2,3,3,github
julia,"ID ( ID , ID => ID )",0,1,2,4,6,github
julia,"ID ( ID , ID [ ID ] )",0,1,2,6,10,github
julia,"ID ( ID , ID [ ] )",0,1,2,2,2,github
julia,"ID ( ID , [ ID ] )",0,1,2,3,9,github
julia,"ID ( ID :: ID , ID , ID )",0,1,2,3,3,github
julia,"ID ( ID :: ID , ID :: ID , ID :: ID )",0,1,2,4,7,github
julia,"ID ( ID :: ID , ID :: ID { < : ID } )",0,1,2,2,3,github
julia,"ID ( ID :: ID , ID ;",0,1,2,3,3,github
julia,ID ( ID :: ID . ID ),0,1,2,4,4,github
julia,"ID ( ID :: ID { ID , ID } ) :: ID { ID , ID }",0,1,2,2,2,github
julia,ID ( ID [ ID ] ),0,1,2,3,3,github
julia,"ID ( ID [ ID ] , ID )",0,1,2,3,5,github
julia,"ID ( ID [ STR ] , STR )",0,1,2,2,4,github
julia,"ID , ID = ID ( ID [ NUM ] )",0,1,2,2,2,github
julia,"ID , ID = ID ( ID [ NUM ] , ID )",0,1,2,2,3,github
julia,"ID , ID = ID [ ID ]",0,1,2,3,11,github
julia,"ID . ID ( ID :: ID , ID :: ID )",0,1,2,3,4,github
julia,ID . ID [ : ID ] = ID,0,1,2,3,7,github
julia,ID :: ID ),0,1,2,12,49,github
julia,ID :: ID . ID,0,1,2,4,5,github
julia,ID :: ID = ID,0,1,2,4,33,github
julia,ID :: ID = ID ( ID ),0,1,2,3,8,github
julia,"ID :: ID = ID ( ID ) ,",0,1,2,2,3,github
julia,ID :: ID = ID ) :: ID,0,1,2,2,3,github
julia,"ID :: ID = ID , ID :: ID = ID , ID :: ID = ID ,",0,1,2,3,11,github
julia,ID :: ID = NUM,0,1,2,3,16,github
julia,ID :: ID = STR,0,1,2,4,39,github
julia,"ID :: ID { < : ID } ,",0,1,2,7,10,github
julia,"ID :: ID { ID , ID } )",0,1,2,3,3,github
julia,"ID :: ID { ID , ID } = ID",0,1,2,2,5,github
julia,"ID :: ID { ID , ID } = ID ;",0,1,2,2,3,github
julia,"ID :: ID { ID } ,",0,1,2,9,40,github
julia,"ID :: ID { ID } , ID :: ID , ID :: ID ,",0,1,2,3,7,github
julia,"ID :: ID { ID } = ID [ ] ,",0,1,2,2,2,github
julia,ID :: function,0,1,2,3,4,github
julia,ID = ! ID,0,1,2,2,4,github
julia,"ID = ID ( ID ( ) , : ID => ID )",0,1,2,3,11,github
julia,ID = ID ( ID ( ID ) [ NUM ] ),0,1,2,3,4,github
julia,ID = ID ( ID ) ? ID : ID,0,1,2,2,2,github
julia,ID = ID ( ID ) [ NUM : end - NUM ],0,1,2,2,3,github
julia,"ID = ID ( ID , [ ID ] )",0,1,2,4,4,github
julia,"ID = ID ( ID , [ NUM , NUM , NUM ] )",0,1,2,3,4,github
julia,ID = ID ( ID => ID ),0,1,2,4,9,github
julia,ID = ID ( ID [ NUM NUM ; NUM NUM ] ),0,1,2,3,4,github
julia,"ID = ID ( ID { ID } , ID )",0,1,2,2,4,github
julia,"ID = ID ( [ NUM , NUM , NUM ] )",0,1,2,3,5,github
julia,"ID = ID ( [ NUM , NUM ] )",0,1,2,2,2,github
julia,ID = ID ( [ NUM NUM ; NUM NUM ] ),0,1,2,2,2,github
julia,ID = ID - ID [ ID ],0,1,2,3,6,github
julia,"ID = ID . ID ( ID [ NUM ] , ID )",0,1,2,2,3,github
julia,"ID = ID . ID ( [ NUM , NUM ] )",0,1,2,2,2,github
julia,ID = ID . ID [ ID ],0,1,2,5,12,github
julia,ID = ID . ID [ end ],0,1,2,3,3,github
julia,ID = ID == = ID ?,0,1,2,2,2,github
julia,ID = ID == ID ( ID . ID ) ? STR : STR,0,1,2,2,2,github
julia,ID = ID ? ID ( ) : ID ( ),0,1,2,2,5,github
julia,ID = ID ? ID : ID,0,1,2,3,3,github
julia,ID = ID ? STR : STR,0,1,2,2,5,github
julia,ID = ID [,0,1,2,3,3,github
julia,ID = ID [ ID ] = ID [ ID ],0,1,2,2,3,github
julia,"ID = ID [ NUM , : ]",0,1,2,6,59,github
julia,ID = ID [ NUM : end - NUM ],0,1,2,2,3,github
julia,ID = ID [ NUM : end ],0,1,2,4,4,github
julia,ID = ID [ end ],0,1,2,4,9,github
julia,"ID = ID { ID } ( ID , NUM )",0,1,2,8,14,github
julia,ID = ID { ID } ( NUM ),0,1,2,2,2,github
julia,"ID = [ - NUM , NUM , NUM ]",0,1,2,2,2,github
julia,ID = [ ID ( ID ) ],0,1,2,3,5,github
julia,"ID = [ ID , ID , ID ]",0,1,2,3,4,github
julia,"ID = [ ID , ID ]",0,1,2,7,14,github
julia,"ID = [ ID ] ,",0,1,2,2,3,github
julia,"ID = [ NUM , NUM , NUM , NUM ]",0,1,2,3,3,github
julia,ID = [ NUM : NUM ; ],0,1,2,3,4,github
julia,ID = [ NUM NUM NUM,0,1,2,3,4,github
julia,ID = [ NUM NUM NUM NUM,0,1,2,2,2,github
julia,ID = [ NUM NUM ],0,1,2,3,4,github
julia,"ID = [ STR , STR , STR ]",0,1,2,6,9,github
julia,"ID = [ STR ] ,",0,1,2,2,2,github
julia,ID = quote end,0,1,2,2,3,github
julia,ID == = ID && return STR,0,1,2,2,3,github
julia,ID == = ID || return ID,0,1,2,3,5,github
julia,ID == NUM && break,0,1,2,3,4,github
julia,ID > ID ( ID ) && return ID,0,1,2,3,3,github
julia,ID ID ID ID ID ID ID ID ID ID in ID .,0,1,2,3,3,github
julia,ID ID ID ID ID ID ID ID ID in ID ID .,0,1,2,3,4,github
julia,ID ID ID ID ID in ID .,0,1,2,2,3,github
julia,ID ID ID ID ID type .,0,1,2,2,2,github
julia,ID ID ID ID in ID .,0,1,2,3,3,github
julia,ID ID ID in ID ID .,0,1,2,2,2,github
julia,ID ID new ID ID ID .,0,1,2,3,3,github
julia,ID [ ID + NUM ] = ID,0,1,2,3,3,github
julia,"ID [ ID , ID ] = ID",0,1,2,3,3,github
julia,ID [ ID ] + = NUM,0,1,2,3,3,github
julia,ID [ ID ] = ID ( ID ),0,1,2,2,3,github
julia,ID [ ID ] = ID [ ID ],0,1,2,7,8,github
julia,ID [ ID ] = ID [ ],0,1,2,2,3,github
julia,ID [ ID ] = NUM,0,1,2,5,8,github
julia,"ID [ NUM , NUM ] = ID",0,1,2,4,7,github
julia,"ID [ NUM , NUM ] = NUM",0,1,2,5,18,github
julia,ID [ NUM ],0,1,2,3,5,github
julia,ID [ NUM ] = ID [ NUM ],0,1,2,3,4,github
julia,ID [ NUM ] = NUM,0,1,2,9,10,github
julia,ID [ STR ] = ID,0,1,2,2,2,github
julia,ID [ ] = NUM,0,1,2,4,8,github
julia,ID in ID,0,1,2,2,3,github
julia,ID in ID ID .,0,1,2,2,4,github
julia,ID {,0,1,2,3,4,github
julia,"ID { ID , ID ( ID ) } ( ID )",0,1,2,2,5,github
julia,"ID { ID , ID }",0,1,2,2,2,github
julia,"ID { ID , ID } ( ID )",0,1,2,2,2,github
julia,ID { ID },0,1,2,2,2,github
julia,"ID { ID } ,",0,1,2,4,8,github
julia,ID },0,1,2,3,3,github
julia,NUM NUM ID { ID } :,0,1,2,7,31,github
julia,NUM NUM NUM NUM NUM ],0,1,2,4,47,github
julia,NUM NUM NUM NUM ],0,1,2,2,2,github
julia,NUM NUM NUM ],0,1,2,5,9,github
julia,NUM ],0,1,2,2,4,github
julia,STR => ID [,0,1,2,2,4,github
julia,STR ],0,1,2,2,2,github
julia,elseif ID && ! ID,0,1,2,2,3,github
julia,"elseif ID ( ID , STR )",0,1,2,4,5,github
julia,elseif ID . ID ( ),0,1,2,3,7,github
julia,elseif ID . ID ( ID ),0,1,2,4,5,github
julia,elseif ID == : ID,0,1,2,4,15,github
julia,elseif ID == = : ID,0,1,2,7,10,github
julia,elseif ID == = ID,0,1,2,9,14,github
julia,elseif ID == = ID . ID,0,1,2,2,3,github
julia,elseif ID [ NUM ] isa ID,0,1,2,2,3,github
julia,"elseif ID isa ID { ID , ID }",0,1,2,3,3,github
julia,elseif ID isa ID { ID },0,1,2,3,6,github
julia,"end ,",0,1,2,4,13,github
julia,end ;,0,1,2,28,98,github
julia,"export ID , ID , ID , ID , ID",0,1,2,5,7,github
julia,"export ID , ID , ID , ID , ID , ID",0,1,2,5,7,github
julia,"export ID , ID , ID , ID , ID , ID , ID",0,1,2,2,3,github
julia,"if ID ID ID ID ID , ID ID ID ID ID .",0,1,2,2,2,github
julia,in ID ID ID ID .,0,1,2,2,3,github
julia,return - ID,0,1,2,5,5,github
julia,"return ID ( ID ( ID ) , ID )",0,1,2,2,2,github
julia,"return ID ( ID ( ID , ID ) )",0,1,2,4,6,github
julia,"return ID ( ID , ID ( ID ) ; ID ... )",0,1,2,2,2,github
julia,"return ID ( ID , ID , ID ( ID ) )",0,1,2,2,2,github
julia,"return ID ( ID , ID , ID , ID , ID )",0,1,2,3,4,github
julia,return ID ( ID . ID ( ID ) ),0,1,2,4,4,github
julia,return ID ( ID . ID ),0,1,2,3,3,github
julia,"return ID ( ID . ID , ID . ID ( ID . ID , ID ) )",0,1,2,2,2,github
julia,return ID ( ID ... ),0,1,2,5,5,github
julia,"return ID ( ID { ID } , ID )",0,1,2,2,5,github
julia,return ID + ID,0,1,2,2,2,github
julia,"return ID , ID ( ID )",0,1,2,3,4,github
julia,"return ID . ID ( ID ( ID ) , ID )",0,1,2,2,3,github
julia,"return ID . ID ( ID , ID ... )",0,1,2,2,6,github
julia,return ID ID ID ID ID ID ID .,0,1,2,2,3,github
julia,return ID ID ID ID ID ID ID ID ID ID ID ID,0,1,2,2,2,github
julia,return ID [ NUM ],0,1,2,2,3,github
julia,return NUM,0,1,2,8,18,github
julia,return [,0,1,2,2,2,github
julia,"return new { ID ( ID ) , ID ( ID ) } ( ID , ID )",0,1,2,2,2,github
julia,return new { ID ( ID ) } ( ID ),0,1,2,2,2,github
julia,"} ,",0,1,2,3,4,github
nim,ID : ID [ ID ],0,1,6,67,118,github
nim,"ID = ID [ ID , ID ] ( )",0,1,6,13,17,github
nim,ID = ID [ NUM ],0,1,6,21,55,github
nim,block :,0,1,6,101,654,github
nim,case ID,0,1,6,28,79,github
nim,case ID . ID,0,1,6,43,152,github
nim,else :,0,1,6,278,1385,github
nim,except ID :,0,1,6,35,85,github
nim,export ID,0,1,6,48,78,github
nim,"for ID , ID in ID :",0,1,6,47,91,github
nim,for ID in ID . ID :,0,1,6,51,174,github
nim,for ID in ID :,0,1,6,131,369,github
nim,if ID . ID != NUM :,0,1,6,23,54,github
nim,if ID . ID == ID :,0,1,6,37,57,github
nim,if ID . ID == NUM :,0,1,6,58,115,github
nim,if ID :,0,1,6,66,177,github
nim,if ID == ID :,0,1,6,45,91,github
nim,if ID == NUM :,0,1,6,34,58,github
nim,if not ID . ID :,0,1,6,37,76,github
nim,let ID = ID ( ),0,1,6,38,73,github
nim,let ID = ID ( ID ),0,1,6,92,243,github
nim,"let ID = ID ( ID , ID )",0,1,6,51,109,github
nim,"let ID = ID ( ID , STR )",0,1,6,16,30,github
nim,let ID = ID . ID,0,1,6,90,188,github
nim,let ID = ID . ID ( ID ),0,1,6,55,118,github
nim,let ID = ID [ ID ],0,1,6,26,44,github
nim,let ID = ID [ NUM ],0,1,6,17,28,github
nim,let ID = STR,0,1,6,27,111,github
nim,of ID :,0,1,6,47,565,github
nim,return ID,0,1,6,74,367,github
nim,return STR,0,1,6,15,22,github
nim,var ID : ID,0,1,6,73,227,github
nim,var ID = ID,0,1,6,73,179,github
nim,var ID = ID ( ),0,1,6,75,294,github
nim,var ID = ID ( ID ),0,1,6,42,108,github
nim,var ID = ID . ID,0,1,6,42,84,github
nim,var ID = NUM,0,1,6,77,137,github
nim,var ID = STR,0,1,6,41,109,github
nim,while ID :,0,1,6,21,25,github
nim,"ID : ID [ ID , ID ]",0,1,5,10,15,github
nim,ID = ID [ ID ],0,1,5,23,26,github
nim,ID = ID [ ID ] ( ),0,1,5,16,24,github
nim,ID [ ID ] = ID,0,1,5,42,89,github
nim,const ID = STR,0,1,5,25,51,github
nim,elif ID :,0,1,5,11,15,github
nim,"for ID , ID in ID ( ID ) :",0,1,5,31,69,github
nim,for ID in ID ( ID ) :,0,1,5,20,31,github
nim,for ID in NUM .. < ID . ID :,0,1,5,64,138,github
nim,for ID in NUM .. < ID :,0,1,5,56,198,github
nim,for ID in NUM .. NUM :,0,1,5,19,25,github
nim,if ID != NUM :,0,1,5,21,33,github
nim,if ID ( ID ) :,0,1,5,36,87,github
nim,if ID . ID != ID :,0,1,5,13,16,github
nim,if ID . ID ( ID ) :,0,1,5,23,31,github
nim,if ID . ID . ID . ID :,0,1,5,12,15,github
nim,if ID . ID . ID == NUM :,0,1,5,20,24,github
nim,if ID . ID > NUM :,0,1,5,46,109,github
nim,if ID == STR :,0,1,5,22,30,github
nim,if ID > NUM :,0,1,5,27,43,github
nim,if not ID :,0,1,5,37,81,github
nim,let ID =,0,1,5,33,78,github
nim,let ID = ID,0,1,5,46,87,github
nim,let ID = ID (,0,1,5,27,60,github
nim,"let ID = ID ( ID , ID , ID )",0,1,5,24,41,github
nim,let ID = ID ( STR ),0,1,5,36,122,github
nim,let ID = ID . ID ( ),0,1,5,69,170,github
nim,let ID = ID . ID ( ID . ID ),0,1,5,10,19,github
nim,let ID = ID . ID ( STR ),0,1,5,24,60,github
nim,let ID = ID . ID . ID,0,1,5,45,86,github
nim,"of ID , ID :",0,1,5,15,43,github
nim,return ID . ID,0,1,5,15,19,github
nim,"var ID , ID : ID",0,1,5,14,16,github
nim,var ID : ID [ ID ],0,1,5,55,104,github
nim,var ID : ID [ ID ] = @ [ ],0,1,5,20,43,github
nim,"var ID = ID ( ID , ID )",0,1,5,16,21,github
nim,var ID = ID ( STR ),0,1,5,10,13,github
nim,{ . ID . },0,1,5,75,77,github
nim,) : ID [ ID ] =,0,1,4,13,15,github
nim,ID * : ID [ ID ],0,1,4,25,122,github
nim,ID * = ID [ ID ],0,1,4,11,16,github
nim,ID * = tuple,0,1,4,6,7,github
nim,ID . ID ID [ ID ],0,1,4,7,13,github
nim,ID . ID [ ID ] = ID,0,1,4,21,28,github
nim,ID : ID ) { . ID . } =,0,1,4,6,13,github
nim,ID : ID [ ID ] ) : ID =,0,1,4,10,12,github
nim,ID = @ [ ],0,1,4,14,24,github
nim,ID = ID [ ID ] ( ID ),0,1,4,21,41,github
nim,ID = ID [ ID ] ( ID . ID ),0,1,4,24,41,github
nim,ID = nil,0,1,4,8,10,github
nim,ID [ ID ] = ID . ID,0,1,4,8,11,github
nim,block ID :,0,1,4,15,37,github
nim,break ID,0,1,4,6,20,github
nim,case ID . ID . ID,0,1,4,12,21,github
nim,case ID :,0,1,4,6,11,github
nim,const ID = NUM,0,1,4,17,34,github
nim,const ID { . ID . } = STR,0,1,4,4,4,github
nim,discard ID . ID ( ),0,1,4,9,14,github
nim,discard ID . ID ( ID ),0,1,4,5,13,github
nim,elif ID . ID == ID :,0,1,4,7,8,github
nim,except :,0,1,4,9,17,github
nim,"for ID , ID in ID . ID :",0,1,4,32,54,github
nim,for ID in NUM .. < ID . ID . ID :,0,1,4,12,19,github
nim,if ID != ID :,0,1,4,21,38,github
nim,if ID != STR :,0,1,4,17,29,github
nim,if ID . ID ( STR ) :,0,1,4,19,32,github
nim,if ID . ID . ID != NUM :,0,1,4,4,5,github
nim,if ID . ID . ID :,0,1,4,27,72,github
nim,if ID . ID . ID == ID :,0,1,4,18,41,github
nim,if ID . ID . ID > NUM :,0,1,4,16,30,github
nim,if ID < NUM :,0,1,4,8,10,github
nim,if ID >= ID . ID :,0,1,4,6,7,github
nim,if ID >= NUM :,0,1,4,9,16,github
nim,if ID [ NUM ] . ID == ID :,0,1,4,5,12,github
nim,if ID in ID :,0,1,4,16,25,github
nim,if not ID . ID ( ID ) :,0,1,4,8,16,github
nim,if not ID . ID . ID :,0,1,4,11,23,github
nim,"let ( ID , ID ) = ID ( ID )",0,1,4,14,32,github
nim,let ID = ID ( ID . ID ),0,1,4,7,12,github
nim,let ID = ID . ID . ID . ID,0,1,4,7,7,github
nim,let ID = ID / ID,0,1,4,12,17,github
nim,return ID ( ),0,1,4,4,4,github
nim,return ID ( ID ),0,1,4,16,32,github
nim,return ID . ID ( ),0,1,4,6,10,github
nim,return ID [ ID ],0,1,4,7,7,github
nim,var ID = ID (,0,1,4,5,8,github
nim,var ID = ID . ID . ID,0,1,4,9,14,github
nim,var ID = ID [ ID ] ( ),0,1,4,11,22,github
nim,while ID < ID . ID :,0,1,4,11,15,github
nim,{ . ID . } :,0,1,4,4,6,github
nim,} ),0,1,4,7,7,github
nim,) : ID { . ID . } =,0,1,3,7,12,github
nim,"ID * : ID [ ID , ID ]",0,1,3,12,19,github
nim,ID . ID . ID [ ID ] = ID,0,1,3,5,8,github
nim,ID . ID = @ [ ],0,1,3,6,11,github
nim,ID . ID = ID [ ID ],0,1,3,4,6,github
nim,ID . ID = ID [ NUM ] . ID,0,1,3,3,6,github
nim,ID . ID = nil,0,1,3,4,12,github
nim,ID . ID ID [ NUM ],0,1,3,5,7,github
nim,ID . ID [ ID . ID ] = ID,0,1,3,4,6,github
nim,ID . ID [ ID ] . ID = ID,0,1,3,4,12,github
nim,ID : ID [ ID [ ID ] ],0,1,3,13,18,github
nim,ID : ID [ ID ] ) =,0,1,3,6,9,github
nim,"ID : ID [ ID ] ,",0,1,3,47,121,github
nim,"ID : var ID ,",0,1,3,6,11,github
nim,ID = ID . ID [ ID ],0,1,3,6,8,github
nim,ID = ID . ID [ NUM ],0,1,3,12,60,github
nim,ID = ID [ NUM .. ^ NUM ],0,1,3,4,7,github
nim,ID = block :,0,1,3,3,3,github
nim,ID = not ID,0,1,3,3,3,github
nim,ID ID . ID [ STR ] == STR,0,1,3,7,26,github
nim,ID ID in ID . ID,0,1,3,3,3,github
nim,ID [ ID ],0,1,3,3,3,github
nim,ID [ ID ] . ID,0,1,3,3,4,github
nim,ID [ ID ] = ID ( ID ),0,1,3,5,7,github
nim,ID [ NUM ] . ID ID,0,1,3,5,8,github
nim,ID [ NUM ] = ID,0,1,3,7,62,github
nim,STR : {,0,1,3,8,33,github
nim,STR ],0,1,3,3,3,github
nim,"] ,",0,1,3,10,22,github
nim,case ID . ID :,0,1,3,5,7,github
nim,case ID [ ID ],0,1,3,4,4,github
nim,const ID =,0,1,3,4,9,github
nim,discard ID ( ),0,1,3,3,6,github
nim,discard ID ( ID ),0,1,3,9,10,github
nim,discard STR,0,1,3,6,9,github
nim,elif ID ( ID ) :,0,1,3,7,14,github
nim,elif ID . ID :,0,1,3,9,13,github
nim,elif ID . ID == NUM :,0,1,3,8,23,github
nim,elif ID . ID > NUM :,0,1,3,6,6,github
nim,elif ID == ID :,0,1,3,9,17,github
nim,elif ID is ID :,0,1,3,16,45,github
nim,elif not ID . ID :,0,1,3,4,5,github
nim,"else : ID ( ID , ID )",0,1,3,4,4,github
nim,else : ID . ID ( ID ),0,1,3,3,4,github
nim,else : ID = ID,0,1,3,3,3,github
nim,else : STR,0,1,3,10,12,github
nim,else : discard,0,1,3,14,21,github
nim,else : return ID,0,1,3,4,5,github
nim,except ID as ID :,0,1,3,18,65,github
nim,"export ID , ID",0,1,3,7,7,github
nim,"for ( ID , ID ) in ID :",0,1,3,9,11,github
nim,"for ID , ID in ID ( ID . ID ) :",0,1,3,4,5,github
nim,"for ID , ID in ID . ID ( ID ) :",0,1,3,3,4,github
nim,"for ID , ID in ID . ID . ID :",0,1,3,5,8,github
nim,for ID in ID ( STR ) :,0,1,3,4,4,github
nim,for ID in ID . ID ( STR ) :,0,1,3,6,8,github
nim,for ID in ID . ID . ID :,0,1,3,15,56,github
nim,for ID in ID [ NUM ] :,0,1,3,4,4,github
nim,for ID in NUM .. ID - NUM :,0,1,3,5,7,github
nim,for ID in NUM .. ID :,0,1,3,5,9,github
nim,"for ID in [ STR , STR ] :",0,1,3,3,4,github
nim,if ID != nil :,0,1,3,15,22,github
nim,if ID ( ID ) == STR :,0,1,3,3,4,github
nim,"if ID ( ID , ID ) :",0,1,3,6,16,github
nim,"if ID ( ID , ID , ID ) :",0,1,3,5,8,github
nim,"if ID ( ID , ID . ID ) :",0,1,3,4,6,github
nim,if ID . ID != ID . ID :,0,1,3,6,16,github
nim,if ID . ID != ID . ID : return ID,0,1,3,5,7,github
nim,if ID . ID != STR :,0,1,3,10,13,github
nim,if ID . ID ( ) :,0,1,3,8,25,github
nim,if ID . ID . ID != ID :,0,1,3,7,10,github
nim,if ID . ID . ID ( ID ) :,0,1,3,9,16,github
nim,if ID . ID . ID ( STR ) :,0,1,3,6,7,github
nim,if ID . ID <= NUM :,0,1,3,4,4,github
nim,if ID . ID == ID . ID :,0,1,3,8,22,github
nim,if ID . ID == STR :,0,1,3,14,29,github
