canonical_semantic_id,element_type,element_id,observed_in_any_language,observed_language_count,package_evidence
UASF_0007,field,runtime_contract,0,0,0
UASF_0007,field,semantic_facets,0,0,0
UASF_0007,field,source_span,0,0,0
UASF_0007,field,type_ref,0,0,0
UASF_0007,relation,conversion.converts,0,0,0
UASF_0007,relation,runtime.requires,0,0,0
UASF_0008,facet,UASF_0008,0,0,0
UASF_0008,field,abi_contract,0,0,0
UASF_0008,field,attributes,0,0,0
UASF_0008,field,calling_convention,0,0,0
UASF_0008,field,conversion,0,0,0
UASF_0008,field,extensions,0,0,0
UASF_0008,field,id,0,0,0
UASF_0008,field,kind,0,0,0
UASF_0008,field,lifetime,0,0,0
UASF_0008,field,memory_model,0,0,0
UASF_0008,field,ownership,0,0,0
UASF_0008,field,runtime_contract,0,0,0
UASF_0008,field,semantic_facets,0,0,0
UASF_0008,field,source_span,0,0,0
UASF_0008,field,type_ref,0,0,0
UASF_0008,field,type_shape,0,0,0
UASF_0008,relation,conversion.converts,0,0,0
UASF_0008,relation,runtime.requires,0,0,0
UASF_0009,facet,UASF_0009,0,0,0
UASF_0009,field,abi_contract,0,0,0
UASF_0009,field,attributes,0,0,0
UASF_0009,field,calling_convention,0,0,0
UASF_0009,field,conversion,0,0,0
UASF_0009,field,extensions,0,0,0
UASF_0009,field,id,0,0,0
UASF_0009,field,kind,0,0,0
UASF_0009,field,operands,0,0,0
UASF_0009,field,operation,0,0,0
UASF_0009,field,results,0,0,0
UASF_0009,field,semantic_facets,0,0,0
UASF_0009,field,source_span,0,0,0
UASF_0009,field,type_ref,0,0,0
UASF_0009,field,type_shape,0,0,0
UASF_0009,relation,conversion.converts,0,0,0
UASF_0009,relation,operation.kind,0,0,0
UASF_0010,facet,UASF_0010,0,0,0
UASF_0010,field,abi_contract,0,0,0
UASF_0010,field,attributes,0,0,0
UASF_0010,field,calling_convention,0,0,0
UASF_0010,field,dialect,0,0,0
UASF_0010,field,effects,0,0,0
UASF_0010,field,extensions,0,0,0
UASF_0010,field,id,0,0,0
UASF_0010,field,kind,0,0,0
UASF_0010,field,lifetime,0,0,0
UASF_0010,field,memory_model,0,0,0
UASF_0010,field,ownership,0,0,0
UASF_0010,field,provenance,0,0,0
UASF_0010,field,semantic_facets,0,0,0
UASF_0010,field,source_span,0,0,0
UASF_0010,field,storage,0,0,0
UASF_0010,relation,abi.calls,0,0,0
UASF_0010,relation,dialect.requires,0,0,0
UASF_0010,relation,effect.has,0,0,0
UASF_0010,relation,memory.aliases,0,0,0
UASF_0010,relation,memory.borrows,0,0,0
UASF_0010,relation,memory.owns,0,0,0
UASF_0010,relation,storage.resides_in,0,0,0
UASF_0010,structure,ForeignDeclCall,0,0,0
UASF_0011,facet,UASF_0011,0,0,0
UASF_0011,field,abi_contract,0,0,0
UASF_0011,field,attributes,0,0,0
UASF_0011,field,calling_convention,0,0,0
UASF_0011,field,dialect,0,0,0
UASF_0011,field,extensions,0,0,0
UASF_0011,field,id,0,0,0
UASF_0011,field,kind,0,0,0
UASF_0011,field,name,0,0,0
UASF_0011,field,runtime_contract,0,0,0
UASF_0011,field,semantic_facets,0,0,0
UASF_0011,field,source_span,0,0,0
UASF_0011,relation,dialect.requires,0,0,0
UASF_0011,relation,runtime.requires,0,0,0
UASF_0012,facet,UASF_0012,0,0,0
UASF_0012,field,abi_contract,0,0,0
UASF_0012,field,attributes,0,0,0
UASF_0012,field,calling_convention,0,0,0
UASF_0012,field,effects,0,0,0
UASF_0012,field,extensions,0,0,0
UASF_0012,field,id,0,0,0
UASF_0012,field,kind,0,0,0
UASF_0012,field,memory_model,0,0,0
UASF_0012,field,name,0,0,0
UASF_0012,field,semantic_facets,0,0,0
UASF_0012,field,source_span,0,0,0
UASF_0013,facet,UASF_0013,0,0,0
UASF_0013,field,abi_contract,0,0,0
UASF_0013,field,attributes,0,0,0
UASF_0013,field,calling_convention,0,0,0
UASF_0013,field,effects,0,0,0
UASF_0013,field,extensions,0,0,0
UASF_0013,field,id,0,0,0
UASF_0013,field,kind,0,0,0
UASF_0013,field,lifetime,0,0,0
UASF_0013,field,memory_model,0,0,0
UASF_0013,field,operands,0,0,0
UASF_0013,field,operation,0,0,0
UASF_0013,field,ownership,0,0,0
UASF_0013,field,results,0,0,0
UASF_0013,field,semantic_facets,0,0,0
UASF_0013,field,source_span,0,0,0
UASF_0013,relation,operation.kind,0,0,0
UASF_0014,facet,UASF_0014,1,1,127
UASF_0014,field,abi_contract,1,1,127
UASF_0014,field,attributes,1,1,127
UASF_0014,field,calling_convention,1,1,127
UASF_0014,field,effects,1,1,127
UASF_0014,field,extensions,1,1,127
UASF_0014,field,id,1,1,127
UASF_0014,field,kind,1,1,127
UASF_0014,field,lifetime,1,1,127
UASF_0014,field,memory_model,1,1,127
UASF_0014,field,ownership,1,1,127
UASF_0014,field,runtime_contract,1,1,127
UASF_0014,field,semantic_facets,1,1,127
UASF_0014,field,source_span,1,1,127
UASF_0014,relation,runtime.requires,1,1,127
UASF_0015,facet,UASF_0015,0,0,0
UASF_0015,field,abi_contract,0,0,0
UASF_0015,field,attributes,0,0,0
UASF_0015,field,binding_refs,0,0,0
UASF_0015,field,calling_convention,0,0,0
UASF_0015,field,effects,0,0,0
UASF_0015,field,extensions,0,0,0
UASF_0015,field,id,0,0,0
UASF_0015,field,kind,0,0,0
UASF_0015,field,operands,0,0,0
UASF_0015,field,operation,0,0,0
UASF_0015,field,results,0,0,0
UASF_0015,field,runtime_contract,0,0,0
UASF_0015,field,scope_id,0,0,0
UASF_0015,field,semantic_facets,0,0,0
UASF_0015,field,source_span,0,0,0
UASF_0015,field,type_ref,0,0,0
UASF_0015,field,type_shape,0,0,0
UASF_0015,relation,operation.kind,0,0,0
UASF_0015,relation,runtime.requires,0,0,0
UASF_0016,facet,UASF_0016,0,0,0
UASF_0016,field,abi_contract,0,0,0
UASF_0016,field,attributes,0,0,0
UASF_0016,field,calling_convention,0,0,0
UASF_0016,field,extensions,0,0,0
UASF_0016,field,id,0,0,0
UASF_0016,field,kind,0,0,0
UASF_0016,field,lowering,0,0,0
UASF_0016,field,memory_model,0,0,0
UASF_0016,field,semantic_facets,0,0,0
UASF_0016,field,source_span,0,0,0
UASF_0017,facet,UASF_0017,0,0,0
UASF_0017,field,abi_contract,0,0,0
UASF_0017,field,attributes,0,0,0
UASF_0017,field,calling_convention,0,0,0
UASF_0017,field,extensions,0,0,0
UASF_0017,field,id,0,0,0
UASF_0017,field,kind,0,0,0
UASF_0017,field,lowering,0,0,0
UASF_0017,field,memory_model,0,0,0
UASF_0017,field,semantic_facets,0,0,0
UASF_0017,field,source_span,0,0,0
UASF_0017,field,type_ref,0,0,0
UASF_0017,field,type_shape,0,0,0
UASF_0018,facet,UASF_0018,0,0,0
UASF_0018,field,abi_contract,0,0,0
UASF_0018,field,attributes,0,0,0
UASF_0018,field,calling_convention,0,0,0
UASF_0018,field,extensions,0,0,0
UASF_0018,field,id,0,0,0
UASF_0018,field,kind,0,0,0
UASF_0018,field,lowering,0,0,0
UASF_0018,field,runtime_contract,0,0,0
UASF_0018,field,semantic_facets,0,0,0
UASF_0018,field,source_span,0,0,0
UASF_0018,relation,runtime.requires,0,0,0
UASF_0019,facet,UASF_0019,0,0,0
UASF_0019,field,abi_contract,0,0,0
UASF_0019,field,attributes,0,0,0
UASF_0019,field,calling_convention,0,0,0
UASF_0019,field,extensions,0,0,0
UASF_0019,field,id,0,0,0
UASF_0019,field,kind,0,0,0
UASF_0019,field,memory_model,0,0,0
UASF_0019,field,name,0,0,0
UASF_0019,field,semantic_facets,0,0,0
UASF_0019,field,source_span,0,0,0
UASF_0019,field,type_ref,0,0,0
UASF_0019,field,type_shape,0,0,0
UASF_0020,facet,UASF_0020,0,0,0
UASF_0020,field,abi_contract,0,0,0
UASF_0020,field,attributes,0,0,0
UASF_0020,field,calling_convention,0,0,0
UASF_0020,field,extensions,0,0,0
UASF_0020,field,id,0,0,0
UASF_0020,field,kind,0,0,0
UASF_0020,field,memory_model,0,0,0
UASF_0020,field,operands,0,0,0
UASF_0020,field,operation,0,0,0
UASF_0020,field,results,0,0,0
UASF_0020,field,semantic_facets,0,0,0
UASF_0020,field,source_span,0,0,0
UASF_0020,relation,operation.kind,0,0,0
UASF_0021,facet,UASF_0021,0,0,0
UASF_0021,field,abi_contract,0,0,0
UASF_0021,field,attributes,0,0,0
UASF_0021,field,calling_convention,0,0,0
UASF_0021,field,extensions,0,0,0
UASF_0021,field,id,0,0,0
UASF_0021,field,kind,0,0,0
UASF_0021,field,lifetime,0,0,0
UASF_0021,field,memory_model,0,0,0
UASF_0021,field,operands,0,0,0
UASF_0021,field,operation,0,0,0
UASF_0021,field,ownership,0,0,0
UASF_0021,field,results,0,0,0
UASF_0021,field,runtime_contract,0,0,0
UASF_0021,field,semantic_facets,0,0,0
UASF_0021,field,source_span,0,0,0
UASF_0021,relation,operation.kind,0,0,0
UASF_0021,relation,runtime.requires,0,0,0
UASF_0022,facet,UASF_0022,1,2,8
UASF_0022,field,abi_contract,1,2,8
UASF_0022,field,attributes,1,2,8
UASF_0022,field,calling_convention,1,2,8
UASF_0022,field,effects,1,2,8
UASF_0022,field,extensions,1,2,8
UASF_0022,field,id,1,2,8
UASF_0022,field,kind,1,2,8
UASF_0022,field,lifetime,1,2,8
UASF_0022,field,memory_model,1,2,8
UASF_0022,field,ownership,1,2,8
UASF_0022,field,semantic_facets,1,2,8
UASF_0022,field,source_span,1,2,8
UASF_0022,relation,abi.calls,1,2,8
UASF_0022,relation,effect.has,1,2,8
UASF_0022,structure,ForeignDeclCall,1,2,8
UASF_0023,facet,UASF_0023,0,0,0
UASF_0023,field,abi_contract,0,0,0
UASF_0023,field,attributes,0,0,0
UASF_0023,field,calling_convention,0,0,0
UASF_0023,field,extensions,0,0,0
UASF_0023,field,id,0,0,0
UASF_0023,field,kind,0,0,0
UASF_0023,field,lifetime,0,0,0
UASF_0023,field,memory_model,0,0,0
UASF_0023,field,ownership,0,0,0
UASF_0023,field,semantic_facets,0,0,0
UASF_0023,field,source_span,0,0,0
UASF_0023,field,type_ref,0,0,0
UASF_0023,relation,abi.calls,0,0,0
UASF_0023,relation,type.constraint,0,0,0
UASF_0023,relation,type.convert,0,0,0
UASF_0023,relation,type.has,0,0,0
UASF_0023,relation,type.origin,0,0,0
UASF_0023,relation,type.parameter,0,0,0
UASF_0023,structure,ABIContract,0,0,0
UASF_0024,facet,UASF_0024,1,1,5
UASF_0024,field,abi_contract,1,1,5
UASF_0024,field,attributes,1,1,5
UASF_0024,field,calling_convention,1,1,5
UASF_0024,field,effects,1,1,5
UASF_0024,field,extensions,1,1,5
UASF_0024,field,id,1,1,5
UASF_0024,field,kind,1,1,5
UASF_0024,field,lifetime,1,1,5
UASF_0024,field,memory_model,1,1,5
UASF_0024,field,ownership,1,1,5
UASF_0024,field,provenance,1,1,5
UASF_0024,field,semantic_facets,1,1,5
UASF_0024,field,source_span,1,1,5
UASF_0024,field,storage,1,1,5
UASF_0024,relation,effect.has,1,1,5
UASF_0024,relation,memory.aliases,1,1,5
UASF_0024,relation,memory.borrows,1,1,5
UASF_0024,relation,memory.owns,1,1,5
UASF_0024,relation,storage.resides_in,1,1,5
UASF_0024,structure,MemoryManagement,1,1,5
UASF_0024,structure,SafetyRegion,1,1,5
UASF_0025,facet,UASF_0025,0,0,0
UASF_0025,field,abi_contract,0,0,0
UASF_0025,field,attributes,0,0,0
UASF_0025,field,calling_convention,0,0,0
UASF_0025,field,extensions,0,0,0
UASF_0025,field,id,0,0,0
UASF_0025,field,kind,0,0,0
UASF_0025,field,layout,0,0,0
UASF_0025,field,lifetime,0,0,0
UASF_0025,field,members,0,0,0
UASF_0025,field,memory_model,0,0,0
UASF_0025,field,ownership,0,0,0
UASF_0025,field,semantic_facets,0,0,0
UASF_0025,field,source_span,0,0,0
UASF_0025,field,type_ref,0,0,0
UASF_0025,relation,layout.field,0,0,0
UASF_0025,relation,type.constraint,0,0,0
UASF_0025,relation,type.convert,0,0,0
UASF_0025,relation,type.has,0,0,0
UASF_0025,relation,type.origin,0,0,0
UASF_0025,relation,type.parameter,0,0,0
UASF_0025,structure,LayoutContract,0,0,0
UASF_0026,facet,UASF_0026,1,1,5
UASF_0026,field,abi_contract,1,1,5
UASF_0026,field,attributes,1,1,5
UASF_0026,field,calling_convention,1,1,5
UASF_0026,field,extensions,1,1,5
UASF_0026,field,id,1,1,5
UASF_0026,field,kind,1,1,5
UASF_0026,field,lifetime,1,1,5
UASF_0026,field,memory_model,1,1,5
UASF_0026,field,ownership,1,1,5
UASF_0026,field,provenance,1,1,5
UASF_0026,field,semantic_facets,1,1,5
UASF_0026,field,source_span,1,1,5
UASF_0026,field,storage,1,1,5
UASF_0026,relation,lifetime.outlives,1,1,5
UASF_0026,relation,memory.aliases,1,1,5
UASF_0026,relation,memory.borrows,1,1,5
UASF_0026,relation,memory.owns,1,1,5
UASF_0026,relation,storage.resides_in,1,1,5
UASF_0026,structure,OwnershipSemantics,1,1,5
UASF_0027,facet,UASF_0027,0,0,0
UASF_0027,field,abi_contract,0,0,0
UASF_0027,field,attributes,0,0,0
UASF_0027,field,calling_convention,0,0,0
UASF_0027,field,extensions,0,0,0
UASF_0027,field,id,0,0,0
UASF_0027,field,kind,0,0,0
UASF_0027,field,lifetime,0,0,0
UASF_0027,field,memory_model,0,0,0
UASF_0027,field,ownership,0,0,0
UASF_0027,field,runtime_contract,0,0,0
UASF_0027,field,semantic_facets,0,0,0
UASF_0027,field,source_span,0,0,0
UASF_0027,relation,runtime.requires,0,0,0
UASF_0028,facet,UASF_0028,0,0,0
UASF_0028,field,abi_contract,0,0,0
UASF_0028,field,attributes,0,0,0
UASF_0028,field,calling_convention,0,0,0
UASF_0028,field,extensions,0,0,0
UASF_0028,field,id,0,0,0
UASF_0028,field,kind,0,0,0
UASF_0028,field,lifetime,0,0,0
UASF_0028,field,memory_model,0,0,0
UASF_0028,field,ownership,0,0,0
UASF_0028,field,semantic_facets,0,0,0
UASF_0028,field,source_span,0,0,0
UASF_0028,field,type_ref,0,0,0
UASF_0028,field,type_shape,0,0,0
UASF_0029,facet,UASF_0029,0,0,0
UASF_0029,field,abi_contract,0,0,0
UASF_0029,field,attributes,0,0,0
UASF_0029,field,calling_convention,0,0,0
UASF_0029,field,extensions,0,0,0
UASF_0029,field,id,0,0,0
UASF_0029,field,kind,0,0,0
UASF_0029,field,memory_model,0,0,0
UASF_0029,field,semantic_facets,0,0,0
UASF_0029,field,source_span,0,0,0
UASF_0029,field,type_ref,0,0,0
UASF_0029,field,type_shape,0,0,0
UASF_0030,facet,UASF_0030,0,0,0
UASF_0030,field,abi_contract,0,0,0
UASF_0030,field,attributes,0,0,0
UASF_0030,field,calling_convention,0,0,0
UASF_0030,field,extensions,0,0,0
UASF_0030,field,id,0,0,0
UASF_0030,field,kind,0,0,0
UASF_0030,field,operands,0,0,0
UASF_0030,field,operation,0,0,0
UASF_0030,field,results,0,0,0
UASF_0030,field,runtime_contract,0,0,0
UASF_0030,field,semantic_facets,0,0,0
UASF_0030,field,source_span,0,0,0
UASF_0030,field,type_ref,0,0,0
UASF_0030,field,type_shape,0,0,0
UASF_0030,relation,operation.kind,0,0,0
UASF_0030,relation,runtime.requires,0,0,0
UASF_0031,facet,UASF_0031,0,0,0
UASF_0031,field,abi_contract,0,0,0
UASF_0031,field,attributes,0,0,0
UASF_0031,field,calling_convention,0,0,0
UASF_0031,field,extensions,0,0,0
UASF_0031,field,id,0,0,0
UASF_0031,field,kind,0,0,0
UASF_0031,field,operands,0,0,0
UASF_0031,field,operation,0,0,0
UASF_0031,field,results,0,0,0
UASF_0031,field,semantic_facets,0,0,0
UASF_0031,field,source_span,0,0,0
UASF_0031,field,type_ref,0,0,0
UASF_0031,field,type_shape,0,0,0
UASF_0031,relation,operation.kind,0,0,0
UASF_0032,facet,UASF_0032,0,0,0
UASF_0032,field,abi_contract,0,0,0
UASF_0032,field,attributes,0,0,0
UASF_0032,field,calling_convention,0,0,0
UASF_0032,field,extensions,0,0,0
UASF_0032,field,id,0,0,0
UASF_0032,field,kind,0,0,0
UASF_0032,field,runtime_contract,0,0,0
UASF_0032,field,semantic_facets,0,0,0
UASF_0032,field,source_span,0,0,0
UASF_0032,field,type_ref,0,0,0
UASF_0032,field,type_shape,0,0,0
UASF_0032,relation,runtime.requires,0,0,0
UASF_0033,facet,UASF_0033,0,0,0
UASF_0033,field,abi_contract,0,0,0
UASF_0033,field,attributes,0,0,0
UASF_0033,field,dialect,0,0,0
UASF_0033,field,extensions,0,0,0
UASF_0033,field,id,0,0,0
UASF_0033,field,kind,0,0,0
UASF_0033,field,layout,0,0,0
UASF_0033,field,lifetime,0,0,0
UASF_0033,field,members,0,0,0
UASF_0033,field,memory_model,0,0,0
UASF_0033,field,ownership,0,0,0
UASF_0033,field,provenance,0,0,0
UASF_0033,field,semantic_facets,0,0,0
UASF_0033,field,source_span,0,0,0
UASF_0033,field,storage,0,0,0
UASF_0033,relation,dialect.requires,0,0,0
UASF_0033,relation,layout.field,0,0,0
UASF_0033,relation,memory.aliases,0,0,0
UASF_0033,relation,memory.borrows,0,0,0
UASF_0033,relation,memory.owns,0,0,0
UASF_0033,relation,storage.resides_in,0,0,0
UASF_0033,structure,SafetyRegion,0,0,0
UASF_0033,structure,UnsafeIntrinsic,0,0,0
UASF_0034,facet,UASF_0034,0,0,0
UASF_0034,field,abi_contract,0,0,0
UASF_0034,field,attributes,0,0,0
UASF_0034,field,dialect,0,0,0
UASF_0034,field,extensions,0,0,0
UASF_0034,field,id,0,0,0
UASF_0034,field,kind,0,0,0
UASF_0034,field,layout,0,0,0
UASF_0034,field,semantic_facets,0,0,0
UASF_0034,field,source_span,0,0,0
UASF_0034,field,validation,0,0,0
UASF_0034,relation,dialect.requires,0,0,0
UASF_0034,relation,validation.proves,0,0,0
UASF_0035,facet,UASF_0035,0,0,0
UASF_0035,field,abi_contract,0,0,0
UASF_0035,field,attributes,0,0,0
UASF_0035,field,extensions,0,0,0
UASF_0035,field,id,0,0,0
UASF_0035,field,kind,0,0,0
UASF_0035,field,layout,0,0,0
UASF_0035,field,memory_model,0,0,0
UASF_0035,field,semantic_facets,0,0,0
UASF_0035,field,source_span,0,0,0
UASF_0035,field,type_ref,0,0,0
UASF_0035,field,type_shape,0,0,0
UASF_0036,facet,UASF_0036,0,0,0
UASF_0036,field,abi_contract,0,0,0
UASF_0036,field,attributes,0,0,0
UASF_0036,field,extensions,0,0,0
UASF_0036,field,id,0,0,0
UASF_0036,field,kind,0,0,0
UASF_0036,field,layout,0,0,0
UASF_0036,field,lifetime,0,0,0
UASF_0036,field,semantic_facets,0,0,0
UASF_0036,field,source_span,0,0,0
UASF_0037,facet,UASF_0037,0,0,0
UASF_0037,field,abi_contract,0,0,0
UASF_0037,field,attributes,0,0,0
UASF_0037,field,extensions,0,0,0
UASF_0037,field,id,0,0,0
UASF_0037,field,kind,0,0,0
UASF_0037,field,layout,0,0,0
UASF_0037,field,operands,0,0,0
UASF_0037,field,operation,0,0,0
UASF_0037,field,results,0,0,0
UASF_0037,field,runtime_contract,0,0,0
UASF_0037,field,semantic_facets,0,0,0
UASF_0037,field,source_span,0,0,0
UASF_0037,relation,operation.kind,0,0,0
UASF_0037,relation,runtime.requires,0,0,0
UASF_0038,facet,UASF_0038,0,0,0
UASF_0038,field,abi_contract,0,0,0
UASF_0038,field,attributes,0,0,0
UASF_0038,field,extensions,0,0,0
UASF_0038,field,id,0,0,0
UASF_0038,field,kind,0,0,0
UASF_0038,field,layout,0,0,0
UASF_0038,field,operands,0,0,0
UASF_0038,field,operation,0,0,0
UASF_0038,field,results,0,0,0
UASF_0038,field,semantic_facets,0,0,0
UASF_0038,field,source_span,0,0,0
UASF_0038,field,type_ref,0,0,0
UASF_0038,field,type_shape,0,0,0
UASF_0038,relation,operation.kind,0,0,0
UASF_0039,facet,UASF_0039,0,0,0
UASF_0039,field,abi_contract,0,0,0
UASF_0039,field,attributes,0,0,0
UASF_0039,field,extensions,0,0,0
UASF_0039,field,id,0,0,0
UASF_0039,field,kind,0,0,0
UASF_0039,field,layout,0,0,0
UASF_0039,field,runtime_contract,0,0,0
UASF_0039,field,semantic_facets,0,0,0
UASF_0039,field,source_span,0,0,0
UASF_0039,field,type_ref,0,0,0
UASF_0039,field,type_shape,0,0,0
UASF_0039,relation,runtime.requires,0,0,0
UASF_0040,facet,UASF_0040,0,0,0
UASF_0040,field,abi_contract,0,0,0
UASF_0040,field,attributes,0,0,0
UASF_0040,field,extensions,0,0,0
UASF_0040,field,id,0,0,0
UASF_0040,field,kind,0,0,0
UASF_0040,field,layout,0,0,0
UASF_0040,field,semantic_facets,0,0,0
UASF_0040,field,source_span,0,0,0
UASF_0040,field,type_ref,0,0,0
UASF_0040,field,type_shape,0,0,0
UASF_0041,facet,UASF_0041,0,0,0
UASF_0041,field,attributes,0,0,0
UASF_0041,field,binding_refs,0,0,0
UASF_0041,field,branches,0,0,0
UASF_0041,field,condition,0,0,0
UASF_0041,field,extensions,0,0,0
UASF_0041,field,id,0,0,0
UASF_0041,field,kind,0,0,0
UASF_0041,field,operands,0,0,0
UASF_0041,field,results,0,0,0
UASF_0041,field,scope_id,0,0,0
UASF_0041,field,semantic_facets,0,0,0
UASF_0041,field,source_span,0,0,0
UASF_0042,facet,UASF_0042,1,1,76
UASF_0042,field,attributes,1,1,76
UASF_0042,field,binding_refs,1,1,76
UASF_0042,field,effects,1,1,76
UASF_0042,field,extensions,1,1,76
UASF_0042,field,id,1,1,76
UASF_0042,field,kind,1,1,76
UASF_0042,field,operands,1,1,76
UASF_0042,field,operation,1,1,76
UASF_0042,field,results,1,1,76
UASF_0042,field,scope_id,1,1,76
UASF_0042,field,semantic_facets,1,1,76
UASF_0042,field,source_span,1,1,76
UASF_0042,relation,operation.kind,1,1,76
UASF_0043,facet,UASF_0043,0,0,0
UASF_0043,field,attributes,0,0,0
UASF_0043,field,binding_refs,0,0,0
UASF_0043,field,extensions,0,0,0
UASF_0043,field,id,0,0,0
UASF_0043,field,kind,0,0,0
UASF_0043,field,lifetime,0,0,0
UASF_0043,field,operands,0,0,0
UASF_0043,field,ownership,0,0,0
UASF_0043,field,results,0,0,0
UASF_0043,field,semantic_facets,0,0,0
UASF_0043,field,source_span,0,0,0
UASF_0043,field,type_ref,0,0,0
UASF_0043,field,type_shape,0,0,0
UASF_0044,facet,UASF_0044,0,0,0
UASF_0044,field,attributes,0,0,0
UASF_0044,field,binding_refs,0,0,0
UASF_0044,field,extensions,0,0,0
UASF_0044,field,id,0,0,0
UASF_0044,field,kind,0,0,0
UASF_0044,field,operands,0,0,0
UASF_0044,field,results,0,0,0
UASF_0044,field,runtime_contract,0,0,0
UASF_0044,field,scope_id,0,0,0
UASF_0044,field,semantic_facets,0,0,0
UASF_0044,field,source_span,0,0,0
UASF_0044,relation,runtime.requires,0,0,0
UASF_0045,facet,UASF_0045,0,0,0
UASF_0045,field,attributes,0,0,0
UASF_0045,field,binding_refs,0,0,0
UASF_0045,field,extensions,0,0,0
UASF_0045,field,id,0,0,0
UASF_0045,field,kind,0,0,0
UASF_0045,field,name,0,0,0
UASF_0045,field,semantic_facets,0,0,0
UASF_0045,field,source_span,0,0,0
UASF_0046,facet,UASF_0046,1,1,112
UASF_0046,field,attributes,1,1,112
UASF_0046,field,binding_refs,1,1,112
UASF_0046,field,extensions,1,1,112
UASF_0046,field,id,1,1,112
UASF_0046,field,kind,1,1,112
UASF_0046,field,runtime_contract,1,1,112
UASF_0046,field,scope_id,1,1,112
UASF_0046,field,semantic_facets,1,1,112
UASF_0046,field,source_span,1,1,112
UASF_0046,field,type_ref,1,1,112
UASF_0046,field,type_shape,1,1,112
UASF_0046,relation,runtime.requires,1,1,112
